id,short_desc,severity,failure_impact_type,action_urgency_type
171670,[typing] Shift Left/Right in Text Editor scrolls viewport,normal,user-facing bug,needs attention soon
303370,Creating an event breakpoint leaves you with a disabled element in the Breakpoints views,normal,user-facing bug,needs attention soon
7730,Error message on deleting a project with extra files needs to be reworded,normal,user-facing bug,needs attention soon
21005,[Team Core] silent walkback attributed to team,normal,user-facing bug,needs attention soon
112586,[api] add support for toggling folding for IJavaElement's,enhancement,non-critical feature request,can wait (low urgency)
148364,Tree with MULTI | FULL_SELECTION does not show focus ring,normal,user-facing bug,needs attention soon
295573,IDE Hangs on paste from one java file to another,normal,system failure / crash,immediate action required
211520,[CommonNavigator] Save disabled when Project Explorer view has focus,normal,user-facing bug,needs attention soon
288565,[Widgets] Table shows wrong text in second and third columns,normal,user-facing bug,needs attention soon
13551,Launch not removed from Debug view if already running error encountered,normal,user-facing bug,needs attention soon
245790,Add a template variable ${clipboard},enhancement,non-critical feature request,can wait (low urgency)
155352,"Enable ""Properties..."" button for multiple selected Imported Packages",enhancement,non-critical feature request,can wait (low urgency)
48465,Search refuses 'whole word' when punctuation used,minor,user-facing bug,needs attention soon
22125,Permit suppression of parentheses insertion in code assist,enhancement,non-critical feature request,can wait (low urgency)
20400,Fully qualified class names break visibility in WSWB 1.0.,normal,user-facing bug,needs attention soon
134589,allow model driven selection/expansion restoration,enhancement,non-critical feature request,can wait (low urgency)
26220,Run With...,normal,user-facing bug,needs attention soon
125361,spelling error in Configure Details Area dialog,trivial,non-critical feature request,can wait (low urgency)
131788,[Sync Info] CVS unmaps project when project directory is missing,minor,user-facing bug,needs attention soon
77800,[Encoding] Wrong information shown in encoding properties dialog,major,user-facing bug,needs attention soon
247216,Display.post(Event) - problem with ALT+SHIFT+INSERT,normal,user-facing bug,needs attention soon
248163,NPE in Element.asType(),normal,system failure / crash,immediate action required
53658,GTK: List should not pre-select item if setSelection is not called,normal,user-facing bug,needs attention soon
5523,"Add ""Finds Strings To Externalize"" to Java project and source folder",minor,user-facing bug,needs attention soon
231265,[override method][code generation] allow to enter new methods at the current cursor location,enhancement,non-critical feature request,can wait (low urgency)
110807,Need way to access compilation errors from Compiler,normal,user-facing bug,needs attention soon
75779,Order of perspectives lost between sessions,normal,user-facing bug,needs attention soon
34710,Stop auto building of java files,normal,user-facing bug,needs attention soon
88712,[Refactoring] Add new super-class,enhancement,non-critical feature request,can wait (low urgency)
187562,CommonNavigator is not documented,normal,user-facing bug,needs attention soon
206750,[JUnit] Running JUnit tests in ANT should bring up the JUnit UI,enhancement,non-critical feature request,can wait (low urgency)
32126,Text selection in 'Edit Template' dialog behaves oddly,minor,user-facing bug,needs attention soon
151765,[generate constructor]  doesn't respect the formatter settings,normal,user-facing bug,needs attention soon
184609,TreeLayout doesn't let you resize columns,normal,user-facing bug,needs attention soon
189732,Ambiguous accelerator key in OSGi launch dialog,normal,user-facing bug,needs attention soon
48315,LaunchView thread timer runs too long,normal,performance degradation,needs attention soon
5838,[Navigation] Should support both a step into and step over,enhancement,non-critical feature request,can wait (low urgency)
310162,Out of memory in c++ parser,critical,system failure / crash,immediate action required
35417,"""Replace With"" menu is empty when no provider",normal,user-facing bug,needs attention soon
17981,Cycle Actions do not work in German,critical,system failure / crash,immediate action required
155068,"unable to checkout module, suspect JDK bug",major,user-facing bug,needs attention soon
198081,Problem with code completion and nested classes,normal,user-facing bug,needs attention soon
241870,C/C++ Project View does not support Drag and Drop from 3rd party plugin using PluginTransfer,normal,user-facing bug,needs attention soon
177019,Add WPF build,normal,user-facing bug,needs attention soon
98754,[Contributions] View sites are returning disposed contribution items,normal,user-facing bug,needs attention soon
243845,API Tooling tags for org.eclipse.compare.patch.* in org.eclipse.compare.core,trivial,non-critical feature request,can wait (low urgency)
70487,TVT3.0: NL Fragment build tool to pick up gif files.,normal,user-facing bug,needs attention soon
94277,Cannot change build command,normal,user-facing bug,needs attention soon
45025,Hang on file copy/paste from Package Explorer,normal,system failure / crash,immediate action required
32216,SearchMarker exception found in .log,normal,user-facing bug,needs attention soon
237022,StackOverflowError when opening class in jar,normal,system failure / crash,immediate action required
291073,JVM Crash when printing to console: SIGSEGV native frame [libglib-2.0.so.0+0x6a2f0]  g_utf8_offset_to_pointer+0x20,critical,system failure / crash,immediate action required
7217,manifest editor UI inconsistent and confusing,normal,user-facing bug,needs attention soon
31833,wrong background for separator label on MacOS X,normal,user-facing bug,needs attention soon
33238,Support reruning a test suite [JUnit],enhancement,non-critical feature request,can wait (low urgency)
110096,"[DnD] Dragging a file over to an editor opens an editor where current editor has focus, not where it was dragged",minor,user-facing bug,needs attention soon
65690,[ViewMgmt] Multiple Views don't care of the perspective layout.,normal,user-facing bug,needs attention soon
108581,[navigation] Double click selects too much,minor,user-facing bug,needs attention soon
24660,Warnings for non-externalized strings,enhancement,non-critical feature request,can wait (low urgency)
274102,Funny feature name for API tools feature,normal,user-facing bug,needs attention soon
34327,Update (P.3.) Feature Install wizard: usability,enhancement,non-critical feature request,can wait (low urgency)
6018,No way to delete custom perspectives,enhancement,non-critical feature request,can wait (low urgency)
25147,Can't seem to cancel JRE search,major,user-facing bug,needs attention soon
231696,[ds] Refactoring Messages fields,normal,user-facing bug,needs attention soon
250485,[EditorMgmt] Status message from active editor is hidden when Eclipse started,normal,user-facing bug,needs attention soon
164797,[Viewers] [Snippet] Show how to avoid scrolling when Viewer refreshes in 3.2,normal,user-facing bug,needs attention soon
51859,[expressions] Multiple watch (expressions) views,enhancement,non-critical feature request,can wait (low urgency)
